host,port,path,userId,loginEmail,loginPhoneNo,loginName,password,newPassword,emailPassword,newEmailPassword,packageName,version,languagePack,source,appType,regEmail,bindEmail,rebindEmail,regPhoneNo,bindPhoneNo,rebindPhoneNo,regPassword,firstName,lastName,companyName,country,companyAddress,companyTel,companyEmail,companyWeb,companyProfile,pic,voice,inviteEmail,isEncrypt
192.168.1.30,8080,/offerplus/,1010632,fyl427@163.com,15200000001,15200000001,f492a324fbf16d306ee09f5d0ac5e1eb,Aa1234567,Aa123456,Aa1234567,com.Ejetsolutions.offerplus,1.1.5,EN,0,I,1091584012@qq.com,592485273@qq.com,1006170558@qq.com,18211111116,18211111117,18211111118,Aa123456,firstName,lastName,O+,China_86,tianheng,0571-8888888,offerplus@offer.com,http://www.offerplus.com,maojia tec,big1.png,test.mp3,invite@offerplus.com,FALSE
192.168.1.30,8080,/offerplus/,1010639,fyl423@163.com,152000000,152000000,f492a324fbf16d306ee09f5d0ac5e1eb,Aa1234567,Aa123456,Aa1234567,com.Ejetsolutions.offerplus,1.1.5,EN,0,I,1091584012@qq.com,592485273@qq.com,1006170558@qq.com,18211111116,18211111117,18211111118,Aa123456,firstName,lastName,O+,China_86,tianheng,0571-8888888,offerplus@offer.com,http://www.offerplus.com,maojia tec,big1.png,test.mp3,invite@offerplus.com,FALSE
192.168.1.30,8080,/offerplus/,1010650,951070523@qq.com,18715169110,18715169110,f492a324fbf16d306ee09f5d0ac5e1eb,Aa1234567,Aa123456,Aa1234567,com.Ejetsolutions.offerplus,1.1.5,EN,0,I,1091584012@qq.com,592485273@qq.com,1006170558@qq.com,18211111116,18211111117,18211111118,Aa123456,firstName,lastName,O+,China_86,tianheng,0571-8888888,offerplus@offer.com,http://www.offerplus.com,maojia tec,big1.png,test.mp3,invite@offerplus.com,FALSE
192.168.1.30,8080,/offerplus/,1010684,test8@offerplus.com,18756359685,18756359685,f492a324fbf16d306ee09f5d0ac5e1eb,Aa1234567,Aa123456,Aa1234567,com.Ejetsolutions.offerplus,1.1.5,EN,0,I,1091584012@qq.com,592485273@qq.com,1006170558@qq.com,18211111116,18211111117,18211111118,Aa123456,firstName,lastName,O+,China_86,tianheng,0571-8888888,offerplus@offer.com,http://www.offerplus.com,maojia tec,big1.png,test.mp3,invite@offerplus.com,FALSE
192.168.1.30,8080,/offerplus/,1010689,Wodematt@vip.qq.com,15500000007,15500000007,f492a324fbf16d306ee09f5d0ac5e1eb,Aa1234567,Aa123456,Aa1234567,com.Ejetsolutions.offerplus,1.1.5,EN,0,I,1091584012@qq.com,592485273@qq.com,1006170558@qq.com,18211111116,18211111117,18211111118,Aa123456,firstName,lastName,O+,China_86,tianheng,0571-8888888,offerplus@offer.com,http://www.offerplus.com,maojia tec,big1.png,test.mp3,invite@offerplus.com,FALSE
192.168.1.30,8080,/offerplus/,1010700,15558016767@163.com21,15500000001,15500000001,f492a324fbf16d306ee09f5d0ac5e1eb,Aa1234567,Aa123456,Aa1234567,com.Ejetsolutions.offerplus,1.1.5,EN,0,I,1091584012@qq.com,592485273@qq.com,1006170558@qq.com,18211111116,18211111117,18211111118,Aa123456,firstName,lastName,O+,China_86,tianheng,0571-8888888,offerplus@offer.com,http://www.offerplus.com,maojia tec,big1.png,test.mp3,invite@offerplus.com,FALSE
192.168.1.30,8080,/offerplus/,1010703,15558016767@163.com31,15500000002,15500000002,f492a324fbf16d306ee09f5d0ac5e1eb,Aa1234567,Aa123456,Aa1234567,com.Ejetsolutions.offerplus,1.1.5,EN,0,I,1091584012@qq.com,592485273@qq.com,1006170558@qq.com,18211111116,18211111117,18211111118,Aa123456,firstName,lastName,O+,China_86,tianheng,0571-8888888,offerplus@offer.com,http://www.offerplus.com,maojia tec,big1.png,test.mp3,invite@offerplus.com,FALSE
192.168.1.30,8080,/offerplus/,1010755,15500000044@qq.com,15500000044,15500000044,f492a324fbf16d306ee09f5d0ac5e1eb,Aa1234567,Aa123456,Aa1234567,com.Ejetsolutions.offerplus,1.1.5,EN,0,I,1091584012@qq.com,592485273@qq.com,1006170558@qq.com,18211111116,18211111117,18211111118,Aa123456,firstName,lastName,O+,China_86,tianheng,0571-8888888,offerplus@offer.com,http://www.offerplus.com,maojia tec,big1.png,test.mp3,invite@offerplus.com,FALSE
192.168.1.30,8080,/offerplus/,1025150,100025@qq.com,15235671814,15235671814,f492a324fbf16d306ee09f5d0ac5e1eb,Aa1234567,Aa123456,Aa1234567,com.Ejetsolutions.offerplus,1.1.5,EN,0,I,1091584012@qq.com,592485273@qq.com,1006170558@qq.com,18211111116,18211111117,18211111118,Aa123456,firstName,lastName,O+,China_86,tianheng,0571-8888888,offerplus@offer.com,http://www.offerplus.com,maojia tec,big1.png,test.mp3,invite@offerplus.com,FALSE
192.168.1.30,8080,/offerplus/,1025151,100024@qq.com,15231196743,15231196743,f492a324fbf16d306ee09f5d0ac5e1eb,Aa1234567,Aa123456,Aa1234567,com.Ejetsolutions.offerplus,1.1.5,EN,0,I,1091584012@qq.com,592485273@qq.com,1006170558@qq.com,18211111116,18211111117,18211111118,Aa123456,firstName,lastName,O+,China_86,tianheng,0571-8888888,offerplus@offer.com,http://www.offerplus.com,maojia tec,big1.png,test.mp3,invite@offerplus.com,FALSE
192.168.1.30,8080,/offerplus/,1029022,1029020@qq.com,18900002592,18900002592,f492a324fbf16d306ee09f5d0ac5e1eb,Aa1234567,Aa123456,Aa1234567,com.Ejetsolutions.offerplus,1.1.5,EN,0,I,1091584012@qq.com,592485273@qq.com,1006170558@qq.com,18211111116,18211111117,18211111118,Aa123456,firstName,lastName,O+,China_86,tianheng,0571-8888888,offerplus@offer.com,http://www.offerplus.com,maojia tec,big1.png,test.mp3,invite@offerplus.com,FALSE
192.168.1.30,8080,/offerplus/,1029031,jajaj@qq.com,18800000002,18800000002,f492a324fbf16d306ee09f5d0ac5e1eb,Aa1234567,Aa123456,Aa1234567,com.Ejetsolutions.offerplus,1.1.5,EN,0,I,1091584012@qq.com,592485273@qq.com,1006170558@qq.com,18211111116,18211111117,18211111118,Aa123456,firstName,lastName,O+,China_86,tianheng,0571-8888888,offerplus@offer.com,http://www.offerplus.com,maojia tec,big1.png,test.mp3,invite@offerplus.com,FALSE
192.168.1.30,8080,/offerplus/,1029076,13545008050@qq.com,13545008050,13545008050,f492a324fbf16d306ee09f5d0ac5e1eb,Aa1234567,Aa123456,Aa1234567,com.Ejetsolutions.offerplus,1.1.5,EN,0,I,1091584012@qq.com,592485273@qq.com,1006170558@qq.com,18211111116,18211111117,18211111118,Aa123456,firstName,lastName,O+,China_86,tianheng,0571-8888888,offerplus@offer.com,http://www.offerplus.com,maojia tec,big1.png,test.mp3,invite@offerplus.com,FALSE
